N_inventaire,Rue,N_rue,Nom_site,Arrondissement,Ville,Latitude_x,Longitude_y,Support,Couleur,Taille,Date_prise_vue,Photographe,Date_construction,Architecte,Classement_MH,Généralité_architecture,Mot_cle1,Mot_cle2,Mot_cle3,Mot_cle4,Mot_cle5,Mot_cle6,Cote_base,Cote_classement,Date_inventaire
2589,"PAYENNE, RUE",11,HÔTEL_DE_MARLE,3,PARIS,48.85813,2.36229,DIAPOSITIVE,COULEUR,4x4 cm,1970/10,INCONNU,,,OUI,HÔTEL_PARTICULIER,FAÇADE,PORTE,MASCARONS,JARDIN,,,,A508,2019/11/22
2590,"PAVÉE, RUE",24,HÔTEL_LAMOIGNON,4,PARIS,48.8568,2.36151,DIAPOSITIVE,COULEUR,4x4 cm,1970/10,INCONNU,,,OUI,HÔTEL_PARTICULIER,FAÇADE,LUCARNE,COUR,,,,,A508,2019/11/22
2591,"PAYENNE, RUE",13,HÔTEL_CHATILLON,3,PARIS,48.85839,2.36241,DIAPOSITIVE,COULEUR,4x4 cm,1970/10,INCONNU,,,OUI,HÔTEL_PARTICULIER,PORTE,FAÇADE,MASCARONS,,,,,A508,2019/11/22
2592,"PAVÉE, RUE",24,HÔTEL_LAMOIGNON,4,PARIS,48.8568,2.36151,DIAPOSITIVE,COULEUR,4x4 cm,1970/10,INCONNU,,,OUI,HÔTEL_PARTICULIER,FAÇADE,COUR,LUCARNE,FRONTON,STATUE,,,A508,2019/11/22
2593,"PAVÉE, RUE",24,HÔTEL_LAMOIGNON,4,PARIS,48.8568,2.36151,DIAPOSITIVE,COULEUR,4x4 cm,1970/10,INCONNU,,,OUI,HÔTEL_PARTICULIER,FAÇADE,PORTE,,,,,,A508,2019/11/22
2595,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,16x24 cm,1996/10,"BURET, COLETTE",XVIIè,,NON,JARDINS_EAUX,SOUS-SOL,APRÈS_RESTAURATION,,,,,1996-14000-0000354,A514,2019/12/06
2596,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,16x24 cm,1996/10,"BURET, COLETTE",XVIIè,,NON,GENIE CIVIL,FAÇADE,ESCALIER,EXTÉRIEUR,CHIEN_ASSIS,,,,A514,2019/12/06
2597,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,20x30 cm,,INCONNU,XVIIè,,NON,GENIE CIVIL,SOUS-SOL,,,,,,,A514,2019/12/06
2598,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1994,INCONNU,XVIIè,,NON,GENIE CIVIL,SOUS-SOL,CHANTIER_JEUNES,INTÉRIEUR_PENDANT_RESTAURATION,VIE_ASSOCIATION,,,,A514,2019/12/06
2599,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1994,INCONNU,XVIIè,,NON,GENIE CIVIL,SOUS-SOL,CHANTIER_JEUNES,INTÉRIEUR_PENDANT_RESTAURATION,VIE_ASSOCIATION,,,,A514,2019/12/06
2600,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1994,INCONNU,XVIIè,,NON,GENIE CIVIL,SOUS-SOL,CHANTIER_JEUNES,INTÉRIEUR_PENDANT_RESTAURATION,VIE_ASSOCIATION,,,,A514,2019/12/06
2601,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1994,INCONNU,XVIIè,,NON,GENIE CIVIL,SOUS-SOL,CHANTIER_JEUNES,INTÉRIEUR_PENDANT_RESTAURATION,VIE_ASSOCIATION,,,,A514,2019/12/06
2602,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1994,INCONNU,XVIIè,,NON,GENIE CIVIL,SOUS-SOL,CHANTIER_JEUNES,INTÉRIEUR_PENDANT_RESTAURATION,VIE_ASSOCIATION,,,,A514,2019/12/06
2603,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1994,INCONNU,XVIIè,,NON,GENIE CIVIL,SOUS-SOL,CHANTIER_JEUNES,INTÉRIEUR_PENDANT_RESTAURATION,VIE_ASSOCIATION,,,,A514,2019/12/06
2604,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x15 cm,1994,INCONNU,XVIIè,,NON,GENIE CIVIL,REZ_DE_CHAUSSÉE_BAS,CHANTIER_JEUNES,INTÉRIEUR_PENDANT_RESTAURATION,VIE_ASSOCIATION,,,,A514,2019/12/06
2605,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1994,INCONNU,XVIIè,,NON,GENIE CIVIL,SOUS-SOL,CHANTIER_JEUNES,INTÉRIEUR_PENDANT_RESTAURATION,VIE_ASSOCIATION,,,,A514,2019/12/06
2606,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1994,INCONNU,XVIIè,,NON,GENIE CIVIL,SOUS-SOL,CHANTIER_JEUNES,INTÉRIEUR_PENDANT_RESTAURATION,VIE_ASSOCIATION,,,,A514,2019/12/06
2607,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1994,INCONNU,XVIIè,,NON,GENIE CIVIL,SOUS-SOL,CHANTIER_JEUNES,INTÉRIEUR_PENDANT_RESTAURATION,VIE_ASSOCIATION,,,,A514,2019/12/06
2608,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1994,INCONNU,XVIIè,,NON,GENIE CIVIL,SOUS-SOL,CHANTIER_JEUNES,INTÉRIEUR_PENDANT_RESTAURATION,VIE_ASSOCIATION,,,,A514,2019/12/06
2609,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1994,INCONNU,XVIIè,,NON,GENIE CIVIL,SOUS-SOL,CHANTIER_JEUNES,INTÉRIEUR_PENDANT_RESTAURATION,VIE_ASSOCIATION,,,,A514,2019/12/06
2610,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x15 cm,1994,INCONNU,XVIIè,,NON,GENIE CIVIL,SOUS-SOL,CHANTIER_JEUNES,INTÉRIEUR_PENDANT_RESTAURATION,VIE_ASSOCIATION,,,,A514,2019/12/06
2611,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x15 cm,1994,INCONNU,XVIIè,,NON,GENIE CIVIL,SOUS-SOL,,INTÉRIEUR_PENDANT_RESTAURATION,VIE_ASSOCIATION,,,,A514,2019/12/06
2612,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,N&B,10x15 cm,1994,INCONNU,XVIIè,,NON,GENIE CIVIL,SOUS-SOL,,INTÉRIEUR_PENDANT_RESTAURATION,VIE_ASSOCIATION,,,,A514,2019/12/06
2613,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1995,INCONNU,XVIIè,,NON,GENIE CIVIL,COUR,EXTERIEUR,CHANTIER_JEUNES,VIE_ASSOCIATION,,,,A514,2019/12/06
2614,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1995,INCONNU,XVIIè,,NON,GENIE CIVIL,COUR,EXTERIEUR,CHANTIER_JEUNES,VIE_ASSOCIATION,,,,A514,2019/12/06
2615,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1995,INCONNU,XVIIè,,NON,GENIE CIVIL,COUR,EXTERIEUR,CHANTIER_JEUNES,VIE_ASSOCIATION,,,,A514,2019/12/06
2616,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1995,INCONNU,XVIIè,,NON,GENIE CIVIL,COUR,EXTERIEUR,CHANTIER_JEUNES,VIE_ASSOCIATION,,,,A514,2019/12/06
2617,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1995,INCONNU,XVIIè,,NON,GENIE CIVIL,COUR,EXTERIEUR,CHANTIER_JEUNES,VIE_ASSOCIATION,,,,A514,2019/12/06
2618,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1995,INCONNU,XVIIè,,NON,GENIE CIVIL,COUR,EXTERIEUR,CHANTIER_JEUNES,VIE_ASSOCIATION,,,,A514,2019/12/06
2619,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1995,INCONNU,XVIIè,,NON,GENIE CIVIL,COUR,EXTERIEUR,CHANTIER_JEUNES,VIE_ASSOCIATION,,,,A514,2019/12/06
2620,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1995,INCONNU,XVIIè,,NON,GENIE CIVIL,COUR,EXTERIEUR,CHANTIER_JEUNES,VIE_ASSOCIATION,,,,A514,2019/12/06
2621,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1995,INCONNU,XVIIè,,NON,GENIE CIVIL,COUR,EXTERIEUR,CHANTIER_JEUNES,VIE_ASSOCIATION,,,,A514,2019/12/06
2622,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1995,INCONNU,XVIIè,,NON,GENIE CIVIL,SOUS-SOL,CHANTIER_JEUNES,INTÉRIEUR_PENDANT_RESTAURATION,VIE_ASSOCIATION,,,,A514,2019/12/06
2623,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1995,INCONNU,XVIIè,,NON,GENIE CIVIL,SOUS-SOL,CHANTIER_JEUNES,INTÉRIEUR_PENDANT_RESTAURATION,VIE_ASSOCIATION,,,,A514,2019/12/06
2624,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1995,INCONNU,XVIIè,,NON,GENIE CIVIL,SOUS-SOL,CHANTIER_JEUNES,INTÉRIEUR_PENDANT_RESTAURATION,VIE_ASSOCIATION,,,,A514,2019/12/06
2625,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1995,INCONNU,XVIIè,,NON,GENIE CIVIL,SOUS-SOL,CHANTIER_JEUNES,INTÉRIEUR_PENDANT_RESTAURATION,ESCALIER,,,,A514,2019/12/06
2626,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1995,INCONNU,XVIIè,,NON,GENIE CIVIL,SOUS-SOL,CHANTIER_JEUNES,INTÉRIEUR_PENDANT_RESTAURATION,VIE_ASSOCIATION,,,,A514,2019/12/06
2627,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1995,INCONNU,XVIIè,,NON,GENIE CIVIL,SOUS-SOL,CHANTIER_JEUNES,INTÉRIEUR_PENDANT_RESTAURATION,VIE_ASSOCIATION,,,1994-14000-0000387,A514,2019/12/06
2628,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1995,INCONNU,XVIIè,,NON,GENIE CIVIL,SOUS-SOL,CHANTIER_JEUNES,INTÉRIEUR_PENDANT_RESTAURATION,VIE_ASSOCIATION,,,,A514,2019/12/06
2629,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1995,INCONNU,XVIIè,,NON,GENIE CIVIL,SOUS-SOL,CHANTIER_JEUNES,INTÉRIEUR_PENDANT_RESTAURATION,VIE_ASSOCIATION,,,,A514,2019/12/06
2630,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1995,INCONNU,XVIIè,,NON,GENIE CIVIL,SOUS-SOL,CHANTIER_JEUNES,INTÉRIEUR_PENDANT_RESTAURATION,VIE_ASSOCIATION,,,,A514,2019/12/06
2631,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1995,INCONNU,XVIIè,,NON,GENIE CIVIL,COUR,EXTERIEUR,CHANTIER_JEUNES,ESCALIER,VIE_ASSOCIATION,,,A514,2019/12/06
2632,"OBSERVATOIRE, AVENUE DE L'",42,MAISON_DU_FONTAINIER,14,PARIS,48.83711,2.33624,TIRAGE PAPIER,COULEUR,10x15 cm,1995,INCONNU,XVIIè,,NON,GENIE CIVIL,SOUS-SOL,INTERIEUR,CHANTIER_JEUNES,VIE_ASSOCIATION,,,,A514,2019/12/06
2633,"SUZANNE VALADON, PLACE",,,18,PARIS,48.88456,2.3425,TIRAGE PAPIER,COULEUR,10x15 cm,1995,INCONNU,,,,,ESCALIER,VIE_ASSOCIATION,,,,,,A514,2019/12/06
2634,"CARROUSEL, PLACE DU",,,1,PARIS,48.86148,2.33403,TIRAGE PAPIER,COULEUR,10x15 cm,1995,INCONNU,,,,,EXTERIEUR,VIE_ASSOCIATION,,,,,,A514,2019/12/06
2635,QUAI ANATOLE-FRANCE,,,7,PARIS,48.86094,2.32477,TIRAGE PAPIER,COULEUR,10x15 cm,1995,INCONNU,,,,,EXTERIEUR,VIE_ASSOCIATION,,,,,,A514,2019/12/06
2647,"BERGER, RUE",101,LES_HALLES,1,PARIS,48.86235,2.34487,DIAPOSITIVE,COULEUR,6x6 cm,1975/04/10,INCONNU,,Jean Claude Bernard,INCONNU,VOIRIES_ESPACES_LIBRES,MAQUETTE,ARCHITECTURE,JARDIN,VUE_ENSEMBLE,ÉVÉNEMENTS,SITE,,A401-4,2019/12/20
2648,"BERGER, RUE",101,LES_HALLES,1,PARIS,48.86235,2.34487,DIAPOSITIVE,COULEUR,6x6 cm,1975/04/10,INCONNU,,Bernard de la Tour d'Auvergne,INCONNU,VOIRIES_ESPACES_LIBRES,MAQUETTE,ARCHITECTURE,JARDIN,VUE_ENSEMBLE,ÉVÉNEMENTS,SITE,,A401-4,2019/12/20
2649,"BERGER, RUE",101,LES_HALLES,1,PARIS,48.86235,2.34487,DIAPOSITIVE,COULEUR,6x6 cm,1975/04/10,INCONNU,,Ricardo Bofill,INCONNU,VOIRIES_ESPACES_LIBRES,MAQUETTE,ARCHITECTURE,JARDIN,VUE_ENSEMBLE,ÉVÉNEMENTS,SITE,,A401-4,2019/12/20
2656,"THORINS, RUE DE",,ENTREPÔTS_DE_BERCY,12,PARIS,48.83315,2.38856,DIAPOSITIVE,COULEUR,6x6 cm,1975/02/27,INCONNU,,,OUI,INDUSTRIELLE,ARCHITECTURE,COMMERCES,EXTÉRIEUR_SUR_RUE,,,,,A401-3,2019/12/10
2662,"BERGER, RUE",101,LES_HALLES,1,PARIS,48.86235,2.34487,DIAPOSITIVE,COULEUR,6x6 cm,1975/11/25,INCONNU,1975-1979,Georges Pencréac'h et Claude Vasconi,INCONNU,VOIRIES_ESPACES_LIBRES,ARCHITECTURE,CHANTIER,COMMERCES,CONSTRUCTION_EN_COURS,SITE,VUE_ENSEMBLE,,A401-3,2019/12/10
2663,"BERGER, RUE",101,LES_HALLES,1,PARIS,48.86235,2.34487,DIAPOSITIVE,COULEUR,6x6 cm,1975/11/25,INCONNU,1975-1979,Georges Pencréac'h et Claude Vasconi,INCONNU,VOIRIES_ESPACES_LIBRES,ARCHITECTURE,CHANTIER,COMMERCES,CONSTRUCTION_EN_COURS,SITE,VUE_ENSEMBLE,,A401-3,2019/12/10
2664,"BERGER, RUE",101,LES_HALLES,1,PARIS,48.86235,2.34487,DIAPOSITIVE,COULEUR,6x6 cm,1975/11/25,INCONNU,1975-1979,Georges Pencréac'h et Claude Vasconi,INCONNU,VOIRIES_ESPACES_LIBRES,ARCHITECTURE,CHANTIER,COMMERCES,CONSTRUCTION_EN_COURS,SITE,VUE_ENSEMBLE,,A401-3,2019/12/10
2665,"BERGER, RUE",101,LES_HALLES,1,PARIS,48.86235,2.34487,DIAPOSITIVE,COULEUR,6x6 cm,1975/11/25,INCONNU,1975-1979,Georges Pencréac'h et Claude Vasconi,INCONNU,VOIRIES_ESPACES_LIBRES,ARCHITECTURE,CHANTIER,COMMERCES,CONSTRUCTION_EN_COURS,SITE,VUE_ENSEMBLE,,A401-3,2019/12/10
2666,"PROUVAIRES, RUE DES",1,,1,PARIS,48.86131,2.344,DIAPOSITIVE,COULEUR,6x6 cm,,INCONNU,1715,,OUI,PRIVÉE,ARCHITECTURE,FAÇADE,FERRONNERIE,BALCON,,,,A401-3,2019/12/10
2667,"SAINT-HONORÉ, RUE","93, 95",,1,PARIS,48.86127,2.34325,DIAPOSITIVE,COULEUR,6x6 cm,,INCONNU,,,INCONNU,PRIVÉE,ARCHITECTURE,FAÇADE,COMMERCES,DÉCORATION_EXTÉRIEURE,PREMIER_ÉTAGE,,,A401-3,2019/12/10
2668,"HALLES, RUE DES",19,,1,PARIS,48.86042,2.34598,DIAPOSITIVE,COULEUR,6x6 cm,,INCONNU,1869,J. Lobrot,OUI,PRIVÉE,ARCHITECTURE,FAÇADE,DÉCORATION_EXTÉRIEURE,STATUE,IMMEUBLE,,,A401-3,2019/12/10
2669,"PROVENCE, RUE DE",34,,9,PARIS,48.87424,2.3367,DIAPOSITIVE,COULEUR,6x6 cm,1975/11/25,INCONNU,1778,,OUI,PRIVÉE,IMMEUBLE,FAÇADE,PORTE,DÉCORATION_EXTÉRIEURE,,,,A401-3,2019/12/10
2670,"HAVRE, RUE DU",2,GRANDS_MAGASINS,9,PARIS,48.87514,2.32684,DIAPOSITIVE,COULEUR,6x6 cm,1975/11/25,INCONNU,1883,Paul Sédille ,OUI,PRIVÉE,IMMEUBLE,FAÇADE,DÉCORATION_EXTÉRIEURE,COMMERCES,,,,A401-3,2019/12/10
2671,"JEAN JAURÈS, AVENUE",211,LE_PARC_DE_LA_VILLETTE_MARCHÉS_ET_ABATTOIRS_DE_LA_VILLETTE,19,PARIS,48.88926,2.39353,DIAPOSITIVE,COULEUR,6x6 cm,,INCONNU,1865-1867,Jules de Mérindol,OUI,INDUSTRIELLE,ARCHITECTURE,HALL,FER,INTÉRIEUR,,,,A401-3,2019/12/10
2672,"JEAN JAURÈS, AVENUE",211,LE_PARC_DE_LA_VILLETTE_MARCHÉS_ET_ABATTOIRS_DE_LA_VILLETTE,19,PARIS,48.88926,2.39353,DIAPOSITIVE,COULEUR,6x6 cm,,INCONNU,1865-1867,Jules de Mérindol,OUI,INDUSTRIELLE,ARCHITECTURE,HALL,FER,INTÉRIEUR,,,,A401-3,2019/12/10
2673,"JEAN JAURÈS, AVENUE",211,LE_PARC_DE_LA_VILLETTE_MARCHÉS_ET_ABATTOIRS_DE_LA_VILLETTE,19,PARIS,48.88926,2.39353,DIAPOSITIVE,COULEUR,6x6 cm,,INCONNU,1865-1867,Jules de Mérindol,OUI,PUBLIQUE,ARCHITECTURE,COMMERCES,EXTÉRIEUR,IMMEUBLE,SALLE,,,A401-3,2019/12/10
2674,"GRENELLE, QUAI DE",,VIADUC_DE_BIR_HAKEIM,15,PARIS,48.8515,2.2847,DIAPOSITIVE,COULEUR,6x6 cm,1976/01/13,INCONNU,,,INCONNU,GÉNIE_CIVIL,ARCHITECTURE,IMMEUBLE,VUE_ENSEMBLE,PONT,SEINE,,,A401-3,2019/12/10
2675,"MADELEINE, PLACE DE LA",,,8,PARIS,48.86949,2.32409,DIAPOSITIVE,COULEUR,6x6 cm,1975/11/25,INCONNU,,,INCONNU,VOIRIES_ESPACES_LIBRES,CONCERT,ÉVÉNEMENTS,EXTÉRIEUR_SUR_RUE,,,,,A401-3,2019/12/10
2676,"GEORGES POMPIDOU, PLACE",,Centre Pompidou,4,PARIS,48.86079,2.35176,DIAPOSITIVE,COULEUR,6x6 cm,1976/02/17,INCONNU,1971-1977,Renzo Piano & Richard Rogers,INCONNU,PUBLIQUE,ARCHITECTURE,ART,CONSTRUCTION_EN_COURS,EXTÉRIEUR,,,,A401-3,2019/12/10
2677,"JEAN JAURÈS, AVENUE","183, 185",,19,PARIS,48.88786,2.38896,DIAPOSITIVE,COULEUR,6x6 cm,,INCONNU,,,OUI,VOIRIES_ESPACES_LIBRES,EXTÉRIEUR_SUR_RUE,FAÇADE,IMMEUBLE,VUE_ENSEMBLE,,,,A401-3,2019/12/10
2678,"JEAN JAURÈS, AVENUE",188,,19,PARIS,48.88805,2.391,DIAPOSITIVE,COULEUR,6x6 cm,,INCONNU,,,INCONNU,VOIRIES_ESPACES_LIBRES,EXTÉRIEUR_SUR_RUE,FAÇADE,IMMEUBLE,VUE_ENSEMBLE,,,,A401-3,2019/12/10
2680,"PAYENNE, RUE",13,HÔTEL_DE_CHÂTILLON,3,PARIS,48.85839,2.36241,DIAPOSITIVE,COULEUR,6x6 cm,1975/02/14,INCONNU,16-17e s et 19e,,OUI,HÔTEL_PARTICULIER,ARCHITECTURE,COUR,FAÇADE,,,,,A401-5,2019/12/10
2681,"ITALIE, AVENUE D'",40,,13,PARIS,48.82843,2.35599,DIAPOSITIVE,COULEUR,6x6 cm,1975/02/14,INCONNU,1975,Ascher/Brown-Sarda/Guillet/Holley,INCONNU,VOIRIES_ESPACES_LIBRES,ARCHITECTURE,EXTÉRIEUR_SUR_RUE,IMMEUBLE,TOUR,VUE_ENSEMBLE,,,A401-5,2019/12/10
2682,"PARC ROYAL, RUE DU",4,,3,PARIS,48.85842,2.36375,DIAPOSITIVE,COULEUR,6x6 cm,1975/02/14,INCONNU,1620,Jean Thiriot,OUI,HÔTEL_PARTICULIER,ARCHITECTURE,EXTÉRIEUR_SUR_RUE,FAÇADE,,,,,A401-5,2019/12/10
2683,"PARC ROYAL, RUE DU",12,,3,PARIS,48.85875,2.36284,DIAPOSITIVE,COULEUR,6x6 cm,1975/02/14,INCONNU,1619,,OUI,HÔTEL_PARTICULIER,ARCHITECTURE,EXTÉRIEUR_SUR_RUE,FAÇADE,,,,,A401-5,2019/12/10
2685,"EDMOND MICHELET, PLACE",,CENTRE_GEORGES_POMPIDOU,4,PARIS,48.86013,2.35045,DIAPOSITIVE,N&B,6x6 cm,,INCONNU,1971-1977,Renzo Piano & Richard Rogers,INCONNU,VOIRIES_ESPACES_LIBRES,ARCHITECTURE,CONSTRUCTION_EN_COURS,VUE_ENSEMBLE,,,,,A401-5,2019/12/10
2686,"FERRONNERIE, RUE DE LA",31,,1,PARIS,48.86025,2.34674,DIAPOSITIVE,N&B,6x6 cm,,INCONNU,1804-1814,,OUI,VOIRIES_ESPACES_LIBRES,DÉCORATION_EXTÉRIEURE,FAÇADE,,,,,,A401-5,2019/12/10
2687,"CONCORDE, PLACE DE LA",,OBÉLISQUE_LOUIS_XV,1,PARIS,48.86239,2.3389,DIAPOSITIVE,COULEUR,5x5 cm,,INCONNU,,,OUI,GÉNIE_CIVIL,SCULPTURE,EXTÉRIEUR,COLONNE,,,,,A401-2,2019/12/11
2688,"CONCORDE, PLACE DE LA",,OBÉLISQUE_LOUIS_XV,1,PARIS,48.86239,2.3389,DIAPOSITIVE,COULEUR,6x5 cm,,INCONNU,,,OUI,GÉNIE_CIVIL,SCULPTURE,EXTÉRIEUR,COLONNE,,,,,A401-2,2019/12/11
2689,"CONCORDE, PLACE DE LA",,JARDIN_DES_TUILERIES,1,PARIS,48.86239,2.3389,DIAPOSITIVE,COULEUR,7x5 cm,,INCONNU,,,OUI,JARDINS_EAUX,FONTAINE,EXTÉRIEUR,,,,,,A401-2,2019/12/11
2690,"CONCORDE, PLACE DE LA",,MUSÉE_DE_L’ORANGERIE,1,PARIS,48.86239,2.3389,DIAPOSITIVE,COULEUR,8x5 cm,,INCONNU,,,OUI,HÔTEL_PARTICULIER,FAÇADE,,,,,,,A401-2,2019/12/11
2691,"CONCORDE, PLACE DE LA",,JARDIN_DES_TUILERIES,1,PARIS,48.86239,2.3389,DIAPOSITIVE,COULEUR,9x5 cm,,INCONNU,Vers 1564,Bernard de Carnessecchi,OUI,JARDINS_EAUX,VUE_ENSEMBLE,FONTAINE,,,,,,A401-2,2019/12/11
2692,"CONCORDE, PLACE DE LA",,JARDIN_DES_TUILERIES,1,PARIS,48.86239,2.3389,DIAPOSITIVE,COULEUR,10x5 cm,,INCONNU,1564,Philibert de L'Orme,OUI,PRIVÉE,JARDIN,,,,,,,A401-2,2019/12/11
2693,"CONCORDE, PLACE DE LA",,JARDIN_DES_TUILERIES,1,PARIS,48.86239,2.3389,DIAPOSITIVE,COULEUR,11x5 cm,,INCONNU,,,OUI,PRIVÉE,FAÇADE,,,,,,,A401-2,2019/12/11
2694,"CONCORDE, PLACE DE LA",,JARDIN_DES_TUILERIES,1,PARIS,48.86239,2.3389,DIAPOSITIVE,COULEUR,12x5 cm,,INCONNU,,,OUI,JARDINS_EAUX,FONTAINE,,,,,,,A401-2,2019/12/11
2695,"CARROUSEL, PLACE DU",,ARC_DU_CARROUSEL,1,PARIS,48.86148,2.33403,DIAPOSITIVE,COULEUR,13x5 cm,,INCONNU,1806 à 1808,Denon,OUI,COMMÉMORATIVE_VOTIVE_FUNÉRAIRE,PORTE,SCULPTURE,,,,,,A401-2,2019/12/11
